year,sex,age_group,activity,units,activity_long,Number of people,Average
2015,Male,"(65,75]",lsod,Combined,Outdoor tasks,880,8.681083442551332
2015,Male,"(65,75]",lschd,Combined,Playing with your children,880,0.5386766712141883
2015,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,880,1.5829030797101449
2015,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,880,2.3044309491677915
2015,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,880,1.9261285909712722
2015,Male,"(75,Inf]",lsemp,Combined,Paid employment,540,0.4160839160839161
2015,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,540,0.07084309133489461
2015,Male,"(75,Inf]",lserr,Combined,Household errands,540,5.725750577367205
2015,Male,"(75,Inf]",lshw,Combined,Housework,540,8.885307517084282
2015,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,540,8.068027210884354
2015,Male,"(75,Inf]",lschd,Combined,Playing with your children,540,0.19339622641509435
2015,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,540,0.46604215456674475
2015,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,540,1.6964705882352942
2015,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,540,2.81924882629108
2015,Female,"(15,25]",lsemp,Combined,Paid employment,1748,18.175590841949777
2015,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1748,2.2979431563201196
2015,Female,"(15,25]",lserr,Combined,Household errands,1748,2.5361400894187778
2015,Female,"(15,25]",lshw,Combined,Housework,1748,5.967179111761835
2015,Female,"(15,25]",lsod,Combined,Outdoor tasks,1748,1.05365551425031
2015,Female,"(15,25]",lschd,Combined,Playing with your children,1748,4.749747856782653
2015,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1748,0.83987915407854985
2015,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1748,0.6096192637418053
2015,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1748,0.7885250063467886
2015,Female,"(25,35]",lsemp,Combined,Paid employment,1677,24.745431098010318
2015,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1677,3.068602630925788
2015,Female,"(25,35]",lserr,Combined,Household errands,1677,4.584134023158414
2015,Female,"(25,35]",lshw,Combined,Housework,1677,13.546771442495126
2015,Female,"(25,35]",lsod,Combined,Outdoor tasks,1677,1.9534295583518382
2015,Female,"(25,35]",lschd,Combined,Playing with your children,1677,20.237437248995985
2015,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1677,0.6848496530454896
2015,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1677,0.6570438799076213
2015,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1677,0.35742894056847546
2015,Female,"(35,45]",lsemp,Combined,Paid employment,1475,23.865990618101545
2015,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1475,2.914766694607432
2015,Female,"(35,45]",lserr,Combined,Household errands,1475,5.553508771929825
2015,Female,"(35,45]",lshw,Combined,Housework,1475,16.967683429513603
2015,Female,"(35,45]",lsod,Combined,Outdoor tasks,1475,2.7811139028475713
2015,Female,"(35,45]",lschd,Combined,Playing with your children,1475,19.06349340073013
2015,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1475,0.7011958146487295
2015,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1475,1.0176825677267374
2015,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1475,1.298952641165756
2015,Female,"(45,55]",lsemp,Combined,Paid employment,1595,26.046958270487682
2015,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1595,2.9875954198473282
2015,Female,"(45,55]",lserr,Combined,Household errands,1595,5.5086401202103685
2015,Female,"(45,55]",lshw,Combined,Housework,1595,15.213868251609707
2015,Female,"(45,55]",lsod,Combined,Outdoor tasks,1595,3.343103883005547
2015,Female,"(45,55]",lschd,Combined,Playing with your children,1595,5.652417612101567
2015,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1595,1.203765690376569
2015,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1595,1.0266194050597721
2015,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1595,2.8118234804329725
2015,Female,"(55,65]",lsemp,Combined,Paid employment,1356,15.89168098510882
2015,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1356,1.899432809773124
2015,Female,"(55,65]",lserr,Combined,Household errands,1356,5.545087274774775
2015,Female,"(55,65]",lshw,Combined,Housework,1356,15.8710005574136
2015,Female,"(55,65]",lsod,Combined,Outdoor tasks,1356,4.079323094425484
2015,Female,"(55,65]",lschd,Combined,Playing with your children,1356,1.1703772418058132
2015,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1356,2.9467097170971708
2015,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1356,1.6216483851310177
2015,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1356,3.564316635745207
2015,Female,"(65,75]",lsemp,Combined,Paid employment,972,2.8845923261390887
2015,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,972,0.35683914961893304
2015,Female,"(65,75]",lserr,Combined,Household errands,972,6.072970335675254
2015,Female,"(65,75]",lshw,Combined,Housework,972,18.840189262263422
2015,Female,"(65,75]",lsod,Combined,Outdoor tasks,972,4.912731208185754
2015,Female,"(65,75]",lschd,Combined,Playing with your children,972,0.5010199918400653
2015,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,972,2.393719806763285
2015,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,972,1.9536214485794319
2015,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,972,3.3843686561104342
2015,Female,"(75,Inf]",lsemp,Combined,Paid employment,699,0.08017676767676768
2015,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,699,0.041586073500967116
2015,Female,"(75,Inf]",lserr,Combined,Household errands,699,5.740019011406844
2015,Female,"(75,Inf]",lshw,Combined,Housework,699,17.43302180685358
2015,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,699,3.9751102709514807
2015,Female,"(75,Inf]",lschd,Combined,Playing with your children,699,0.0648854961832061
2015,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,699,0.42624521072796934
2015,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,699,1.699685534591195
2015,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,699,2.4238368387507965
2016,Male,"(15,25]",lsemp,Combined,Paid employment,1638,22.55532168387609
2016,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1638,2.5646917534027223
2016,Male,"(15,25]",lserr,Combined,Household errands,1638,2.0319388576025745
2016,Male,"(15,25]",lshw,Combined,Housework,1638,3.8570790648804834
2016,Male,"(15,25]",lsod,Combined,Outdoor tasks,1638,2.122749003984064
2016,Male,"(15,25]",lschd,Combined,Playing with your children,1638,1.400709219858156
2016,Male,"(15,25]",lsocd,Combined,Playing with other peoples children,1638,0.4340698308783415
2016,Male,"(15,25]",lsvol,Combined,Volunteer/Charity work,1638,0.7580272108843538
2016,Male,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1638,0.32430727023319617
2016,Male,"(25,35]",lsemp,Combined,Paid employment,1703,37.86939729397294
2016,Male,"(25,35]",lscom,Combined,Travelling to/from paid employment,1703,4.514307116104869
2016,Male,"(25,35]",lserr,Combined,Household errands,1703,3.4094068006949616
2016,Male,"(25,35]",lshw,Combined,Housework,1703,5.769506172839506
2016,Male,"(25,35]",lsod,Combined,Outdoor tasks,1703,3.1377081779766343
2016,Male,"(25,35]",lschd,Combined,Playing with your children,1703,7.66122658455222
2016,Male,"(25,35]",lsocd,Combined,Playing with other peoples children,1703,0.3016256938937351
2016,Male,"(25,35]",lsvol,Combined,Volunteer/Charity work,1703,0.463201581027668
2016,Male,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1703,0.4784860557768924
2016,Male,"(35,45]",lsemp,Combined,Paid employment,1366,39.12459546925567
2016,Male,"(35,45]",lscom,Combined,Travelling to/from paid employment,1366,4.834304062126643
2016,Male,"(35,45]",lserr,Combined,Household errands,1366,4.018166963755199
2016,Male,"(35,45]",lshw,Combined,Housework,1366,6.790232421300383
2016,Male,"(35,45]",lsod,Combined,Outdoor tasks,1366,4.429699136133452
2016,Male,"(35,45]",lschd,Combined,Playing with your children,1366,10.025800120772947
2016,Male,"(35,45]",lsocd,Combined,Playing with other peoples children,1366,0.3640939597315436
2016,Male,"(35,45]",lsvol,Combined,Volunteer/Charity work,1366,0.61558627264061
2016,Male,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1366,0.76025390625
2016,Male,"(45,55]",lsemp,Combined,Paid employment,1421,37.75436343551505
2016,Male,"(45,55]",lscom,Combined,Travelling to/from paid employment,1421,4.518694071588367
2016,Male,"(45,55]",lserr,Combined,Household errands,1421,4.12796234772979
2016,Male,"(45,55]",lshw,Combined,Housework,1421,7.174517906336088
2016,Male,"(45,55]",lsod,Combined,Outdoor tasks,1421,5.025696167631652
2016,Male,"(45,55]",lschd,Combined,Playing with your children,1421,4.759901705695287
2016,Male,"(45,55]",lsocd,Combined,Playing with other peoples children,1421,0.5222324440355719
2016,Male,"(45,55]",lsvol,Combined,Volunteer/Charity work,1421,0.9438898971566848
2016,Male,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1421,1.5075145393327212
2016,Male,"(55,65]",lsemp,Combined,Paid employment,1246,27.14575501253133
2016,Male,"(55,65]",lscom,Combined,Travelling to/from paid employment,1246,3.3184218848829854
2016,Male,"(55,65]",lserr,Combined,Household errands,1246,4.414035916824196
2016,Male,"(55,65]",lshw,Combined,Housework,1246,7.305960161842515
2016,Male,"(55,65]",lsod,Combined,Outdoor tasks,1246,6.340164954870837
2016,Male,"(55,65]",lschd,Combined,Playing with your children,1246,1.6032536520584328
2016,Male,"(55,65]",lsocd,Combined,Playing with other peoples children,1246,1.02405
2016,Male,"(55,65]",lsvol,Combined,Volunteer/Charity work,1246,1.3430971390552229
2016,Male,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1246,2.0725243370258477
2016,Male,"(65,75]",lsemp,Combined,Paid employment,914,5.704865556978233
2016,Male,"(65,75]",lscom,Combined,Travelling to/from paid employment,914,0.6493082576740165
2016,Male,"(65,75]",lserr,Combined,Household errands,914,4.9752447850149
2016,Male,"(65,75]",lshw,Combined,Housework,914,7.536405723905724
2016,Male,"(65,75]",lsod,Combined,Outdoor tasks,914,8.36470096194061
2016,Male,"(65,75]",lschd,Combined,Playing with your children,914,0.5275938189845475
2016,Male,"(65,75]",lsocd,Combined,Playing with other peoples children,914,1.1839005235602094
2016,Male,"(65,75]",lsvol,Combined,Volunteer/Charity work,914,2.0633893919793014
2016,Male,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,914,1.7606359649122807
2016,Male,"(75,Inf]",lsemp,Combined,Paid employment,558,0.7805676855895196
2016,Male,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,558,0.10183150183150183
2016,Male,"(75,Inf]",lserr,Combined,Household errands,558,5.154194260485651
2016,Male,"(75,Inf]",lshw,Combined,Housework,558,9.178985507246377
2016,Male,"(75,Inf]",lsod,Combined,Outdoor tasks,558,7.558946608946609
2016,Male,"(75,Inf]",lschd,Combined,Playing with your children,558,0.3252212389380531
2016,Male,"(75,Inf]",lsocd,Combined,Playing with other peoples children,558,0.44933920704845814
2016,Male,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,558,1.6218795888399413
2016,Male,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,558,2.2885906040268456
2016,Female,"(15,25]",lsemp,Combined,Paid employment,1732,18.68843370681606
2016,Female,"(15,25]",lscom,Combined,Travelling to/from paid employment,1732,2.2893456177651785
2016,Female,"(15,25]",lserr,Combined,Household errands,1732,2.7209929078014183
2016,Female,"(15,25]",lshw,Combined,Housework,1732,6.381569726699369
2016,Female,"(15,25]",lsod,Combined,Outdoor tasks,1732,0.9116251482799526
2016,Female,"(15,25]",lschd,Combined,Playing with your children,1732,5.414272030651341
2016,Female,"(15,25]",lsocd,Combined,Playing with other peoples children,1732,0.9364994026284349
2016,Female,"(15,25]",lsvol,Combined,Volunteer/Charity work,1732,0.6787769784172661
2016,Female,"(15,25]",lscar,Combined,Caring for disabled spouse/relative,1732,0.4918288872867099
2016,Female,"(25,35]",lsemp,Combined,Paid employment,1742,24.296451247165532
2016,Female,"(25,35]",lscom,Combined,Travelling to/from paid employment,1742,3.1366919714745802
2016,Female,"(25,35]",lserr,Combined,Household errands,1742,4.927572859744991
2016,Female,"(25,35]",lshw,Combined,Housework,1742,13.756702654071075
2016,Female,"(25,35]",lsod,Combined,Outdoor tasks,1742,1.9354636591478698
2016,Female,"(25,35]",lschd,Combined,Playing with your children,1742,21.20870870870871
2016,Female,"(25,35]",lsocd,Combined,Playing with other peoples children,1742,0.7513830285982185
2016,Female,"(25,35]",lsvol,Combined,Volunteer/Charity work,1742,0.510548523206751
2016,Female,"(25,35]",lscar,Combined,Caring for disabled spouse/relative,1742,0.4355241460541814
2016,Female,"(35,45]",lsemp,Combined,Paid employment,1469,24.37028413575375
2016,Female,"(35,45]",lscom,Combined,Travelling to/from paid employment,1469,3.009797657082002
2016,Female,"(35,45]",lserr,Combined,Household errands,1469,5.817560462670873
2016,Female,"(35,45]",lshw,Combined,Housework,1469,16.515494791666665
2016,Female,"(35,45]",lsod,Combined,Outdoor tasks,1469,2.6590133333333332
2016,Female,"(35,45]",lschd,Combined,Playing with your children,1469,19.568736730360936
2016,Female,"(35,45]",lsocd,Combined,Playing with other peoples children,1469,0.8204749859471613
2016,Female,"(35,45]",lsvol,Combined,Volunteer/Charity work,1469,0.9878964941569283
2016,Female,"(35,45]",lscar,Combined,Caring for disabled spouse/relative,1469,1.3072610036445191
2016,Female,"(45,55]",lsemp,Combined,Paid employment,1559,26.178001993024413
2016,Female,"(45,55]",lscom,Combined,Travelling to/from paid employment,1559,3.143841679312089
2016,Female,"(45,55]",lserr,Combined,Household errands,1559,5.612987987987988
2016,Female,"(45,55]",lshw,Combined,Housework,1559,14.852487745098038
2016,Female,"(45,55]",lsod,Combined,Outdoor tasks,1559,3.1394670688788335
2016,Female,"(45,55]",lschd,Combined,Playing with your children,1559,5.628325508607198
2016,Female,"(45,55]",lsocd,Combined,Playing with other peoples children,1559,1.2436631234668847
2016,Female,"(45,55]",lsvol,Combined,Volunteer/Charity work,1559,1.0237998921251348
2016,Female,"(45,55]",lscar,Combined,Caring for disabled spouse/relative,1559,2.240082304526749
2016,Female,"(55,65]",lsemp,Combined,Paid employment,1355,17.182903136275325
2016,Female,"(55,65]",lscom,Combined,Travelling to/from paid employment,1355,2.0468133107727016
2016,Female,"(55,65]",lserr,Combined,Household errands,1355,5.683803206191266
2016,Female,"(55,65]",lshw,Combined,Housework,1355,15.691489361702128
2016,Female,"(55,65]",lsod,Combined,Outdoor tasks,1355,3.849074841204087
2016,Female,"(55,65]",lschd,Combined,Playing with your children,1355,1.1771017048794827
2016,Female,"(55,65]",lsocd,Combined,Playing with other peoples children,1355,2.6157205240174672
2016,Female,"(55,65]",lsvol,Combined,Volunteer/Charity work,1355,1.5626817917393834
2016,Female,"(55,65]",lscar,Combined,Caring for disabled spouse/relative,1355,3.7956470931931054
2016,Female,"(65,75]",lsemp,Combined,Paid employment,1031,2.561821266968326
2016,Female,"(65,75]",lscom,Combined,Travelling to/from paid employment,1031,0.356155303030303
2016,Female,"(65,75]",lserr,Combined,Household errands,1031,6.306238361266295
2016,Female,"(65,75]",lshw,Combined,Housework,1031,18.544499089253186
2016,Female,"(65,75]",lsod,Combined,Outdoor tasks,1031,4.5652654867256635
2016,Female,"(65,75]",lschd,Combined,Playing with your children,1031,0.5236447520184544
2016,Female,"(65,75]",lsocd,Combined,Playing with other peoples children,1031,2.443298969072165
2016,Female,"(65,75]",lsvol,Combined,Volunteer/Charity work,1031,2.019791666666667
2016,Female,"(65,75]",lscar,Combined,Caring for disabled spouse/relative,1031,2.879661668589004
2016,Female,"(75,Inf]",lsemp,Combined,Paid employment,699,0.12383177570093458
2016,Female,"(75,Inf]",lscom,Combined,Travelling to/from paid employment,699,0.01806083650190114
2016,Female,"(75,Inf]",lserr,Combined,Household errands,699,5.138055034396498
2016,Female,"(75,Inf]",lshw,Combined,Housework,699,17.2794028031688
2016,Female,"(75,Inf]",lsod,Combined,Outdoor tasks,699,3.7288449466415567
2016,Female,"(75,Inf]",lschd,Combined,Playing with your children,699,0.14694656488549618
2016,Female,"(75,Inf]",lsocd,Combined,Playing with other peoples children,699,0.3738140417457306
2016,Female,"(75,Inf]",lsvol,Combined,Volunteer/Charity work,699,1.247191011235955
2016,Female,"(75,Inf]",lscar,Combined,Caring for disabled spouse/relative,699,2.036111111111111
2017,Male,"(15,25]",lsemp,Combined,Paid employment,1588,22.8160549211528
2017,Male,"(15,25]",lscom,Combined,Travelling to/from paid employment,1588,2.5682070496808214
